match,player,X,Y
Corinthians x Atlético GO,Victor Cantillo,7,95
Corinthians x Atlético GO,Victor Cantillo,19,96
Corinthians x Atlético GO,Victor Cantillo,21,87
Corinthians x Atlético GO,Victor Cantillo,27,43
Corinthians x Atlético GO,Victor Cantillo,26,69
Corinthians x Atlético GO,Victor Cantillo,32,61
Corinthians x Atlético GO,Victor Cantillo,42,68
Corinthians x Atlético GO,Victor Cantillo,46,60
Corinthians x Atlético GO,Victor Cantillo,28,57
Corinthians x Atlético GO,Victor Cantillo,41,60
Corinthians x Atlético GO,Victor Cantillo,25,63
Corinthians x Atlético GO,Victor Cantillo,43,75
Corinthians x Atlético GO,Victor Cantillo,9,64
Corinthians x Atlético GO,Victor Cantillo,34,91
Corinthians x Atlético GO,Victor Cantillo,15,55
Corinthians x Atlético GO,Victor Cantillo,27,72
Corinthians x Atlético GO,Victor Cantillo,68,53
Corinthians x Atlético GO,Victor Cantillo,34,61
Corinthians x Atlético GO,Victor Cantillo,35,72
Corinthians x Atlético GO,Victor Cantillo,57,83
Corinthians x Atlético GO,Victor Cantillo,32,30
Corinthians x Atlético GO,Victor Cantillo,44,74
Corinthians x Atlético GO,Victor Cantillo,44,61
Corinthians x Atlético GO,Victor Cantillo,46,44
Corinthians x Atlético GO,Victor Cantillo,53,82
Corinthians x Atlético GO,Victor Cantillo,63,71
Corinthians x Atlético GO,Victor Cantillo,38,43
Corinthians x Atlético GO,Victor Cantillo,56,69
Corinthians x Atlético GO,Victor Cantillo,55,55
Corinthians x Atlético GO,Victor Cantillo,43,25
Corinthians x Atlético GO,Victor Cantillo,47,40
Corinthians x Atlético GO,Victor Cantillo,74,92
Corinthians x Atlético GO,Victor Cantillo,64,73
Corinthians x Atlético GO,Victor Cantillo,52,94
Corinthians x Atlético GO,Victor Cantillo,52,94
Corinthians x Atlético GO,Victor Cantillo,51,69
Corinthians x Atlético GO,Victor Cantillo,34,88
Corinthians x Atlético GO,Victor Cantillo,47,43
Corinthians x Atlético GO,Victor Cantillo,35,68
Corinthians x Atlético GO,R. Otero,44,83
Corinthians x Atlético GO,R. Otero,22,92
Corinthians x Atlético GO,R. Otero,74,84
Corinthians x Atlético GO,R. Otero,61,97
Corinthians x Atlético GO,R. Otero,69,95
Corinthians x Atlético GO,R. Otero,99,0
Corinthians x Atlético GO,R. Otero,41,94
Corinthians x Atlético GO,R. Otero,53,61
Corinthians x Atlético GO,R. Otero,62,66
Corinthians x Atlético GO,R. Otero,54,63
Corinthians x Atlético GO,R. Otero,99,0
Corinthians x Atlético GO,R. Otero,72,97
Corinthians x Atlético GO,R. Otero,70,16
Corinthians x Atlético GO,R. Otero,9,9
Corinthians x Atlético GO,R. Otero,9,4
Corinthians x Atlético GO,R. Otero,78,88
Corinthians x Atlético GO,R. Otero,7,84
Corinthians x Atlético GO,R. Otero,5,82
Corinthians x Atlético GO,R. Otero,4,86
Corinthians x Atlético GO,R. Otero,31,92
Corinthians x Atlético GO,R. Otero,31,95
Corinthians x Atlético GO,R. Otero,59,96
Corinthians x Atlético GO,R. Otero,46,92
Corinthians x Atlético GO,R. Otero,45,95
Corinthians x Atlético GO,R. Otero,47,83
Corinthians x Atlético GO,R. Otero,97,87
Corinthians x Atlético GO,R. Otero,73,93
Corinthians x Atlético GO,R. Otero,58,96
Corinthians x Atlético GO,R. Otero,72,90
Corinthians x Atlético GO,R. Otero,71,97
Corinthians x Atlético GO,R. Otero,93,44
Corinthians x Atlético GO,R. Otero,75,95
Corinthians x Atlético GO,R. Otero,4,86
Corinthians x Atlético GO,R. Otero,99,99
Corinthians x Atlético GO,R. Otero,42,56
Corinthians x Atlético GO,R. Otero,43,89
Corinthians x Atlético GO,R. Otero,61,89
Corinthians x Atlético GO,R. Otero,89,58
Corinthians x Atlético GO,Jô,47,59
Corinthians x Atlético GO,Jô,68,36
Corinthians x Atlético GO,Jô,51,15
Corinthians x Atlético GO,Jô,66,34
Corinthians x Atlético GO,Jô,65,35
